z_A	RHOB_DFT_e_A3	RHOB_py_refphi_e_A3	RHOION_DFT_e_A3	RHOION_py_refphi_e_A3
1.740885416667e+01	-2.222519480192e-03	-2.222519473493e-03	-3.205340226471e-18	-3.237420716991e-18
1.750000000000e+01	-1.751312711083e-03	-1.751312716700e-03	-2.425635740457e-17	-2.428752331826e-17
1.759114583333e+01	-1.258772092362e-03	-1.258772086930e-03	-1.855544388947e-16	-1.855860542669e-16
1.768229166667e+01	-8.118908075310e-04	-8.118908165317e-04	-1.423489268168e-15	-1.423483509936e-15
1.777343750000e+01	-5.023419353052e-04	-5.023419325391e-04	-1.082720107463e-14	-1.082725204638e-14
1.786458333333e+01	-3.355510657551e-04	-3.355510761166e-04	-8.026874428427e-14	-8.026873259128e-14
1.795572916667e+01	-2.176616291104e-04	-2.176616254694e-04	-5.726871319868e-13	-5.726871508610e-13
1.804687500000e+01	-8.194271083436e-05	-8.194272027202e-05	-3.863686995597e-12	-3.863687145679e-12
1.813802083333e+01	4.297263662842e-05	4.297264181201e-05	-2.438356468337e-11	-2.438356542974e-11
1.822916666667e+01	9.885022212058e-05	9.885021412445e-05	-1.415940878961e-10	-1.415940918611e-10
1.832031250000e+01	7.153423669088e-05	7.153424399977e-05	-7.504686643162e-10	-7.504686825207e-10
1.841145833333e+01	-9.701475945886e-07	-9.701548696431e-07	-3.576670661419e-09	-3.576670733398e-09
1.850260416667e+01	-5.848630644448e-05	-5.848629936641e-05	-1.524935720731e-08	-1.524935745066e-08
1.859375000000e+01	-6.090582483510e-05	-6.090583293939e-05	-5.744357309617e-08	-5.744357378161e-08
1.868489583333e+01	-2.276312192700e-05	-2.276311294298e-05	-1.910047747700e-07	-1.910047763471e-07
1.877604166667e+01	5.537026276232e-06	5.537021174391e-06	-5.565994781987e-07	-5.565994810141e-07
1.886718750000e+01	-3.262390919210e-06	-3.262380912101e-06	-1.431257603038e-06	-1.431257606610e-06
1.895833333333e+01	-3.750843917249e-05	-3.750844894771e-05	-3.258545925495e-06	-3.258545927713e-06
1.904947916667e+01	-7.116544278869e-05	-7.116543876814e-05	-6.698021531445e-06	-6.698021529699e-06
1.914062500000e+01	-7.763151567089e-05	-7.763152907887e-05	-1.261263906685e-05	-1.261263906191e-05
1.923177083333e+01	-4.880742585060e-05	-4.880742114408e-05	-2.218595304501e-05	-2.218595304432e-05
1.932291666667e+01	-6.987575800181e-06	-6.987587385708e-06	-3.645232575401e-05	-3.645232576322e-05
1.941406250000e+01	2.591469888419e-05	2.591470589015e-05	-5.587730707026e-05	-5.587730707859e-05
1.950520833333e+01	5.299390330789e-05	5.299389251682e-05	-7.957687787844e-05	-7.957687785967e-05
1.959635416667e+01	8.407546858658e-05	8.407547623622e-05	-1.066863095062e-04	-1.066863094511e-04
1.968750000000e+01	1.193073220171e-04	1.193073110108e-04	-1.367432005154e-04	-1.367432004546e-04
1.977864583333e+01	1.565885756472e-04	1.565885835973e-04	-1.711611671581e-04	-1.711611671527e-04
1.986979166667e+01	1.984235716254e-04	1.984235599665e-04	-2.117253813829e-04	-2.117253814775e-04
1.996093750000e+01	2.489445197089e-04	2.489445274063e-04	-2.614176840835e-04	-2.614176842680e-04
2.005208333333e+01	3.115596756297e-04	3.115596633713e-04	-3.236127338682e-04	-3.236127340503e-04
2.014322916667e+01	3.891856853482e-04	3.891856937813e-04	-4.014437225016e-04	-4.014437225139e-04
2.023437500000e+01	4.822604763203e-04	4.822604646604e-04	-4.960451064487e-04	-4.960451061160e-04
2.032552083333e+01	5.862526493145e-04	5.862526592514e-04	-6.022516874077e-04	-6.022516866576e-04
2.041666666667e+01	6.933638232701e-04	6.933638123633e-04	-7.119832770779e-04	-7.119832759352e-04
2.050781250000e+01	7.966469395598e-04	7.966469505759e-04	-8.163081467202e-04	-8.163081452845e-04
2.059895833333e+01	8.913276471065e-04	8.913276361008e-04	-9.125606416595e-04	-9.125606400569e-04
2.069010416667e+01	9.729524664972e-04	9.729524778433e-04	-9.952705114348e-04	-9.952705098429e-04
2.078125000000e+01	1.036655021157e-03	1.036655009508e-03	-1.061037168056e-03	-1.061037166657e-03
2.087239583333e+01	1.079329042435e-03	1.079329053494e-03	-1.103219834237e-03	-1.103219833181e-03
2.096354166667e+01	1.102023727018e-03	1.102023714013e-03	-1.125592432798e-03	-1.125592432142e-03
2.105468750000e+01	1.109772788698e-03	1.109772799229e-03	-1.131712861704e-03	-1.131712861364e-03
2.114583333333e+01	1.109103755786e-03	1.109103741833e-03	-1.131036062072e-03	-1.131036061909e-03
2.123697916667e+01	1.105153058019e-03	1.105153068813e-03	-1.126141469933e-03	-1.126141469854e-03
2.132812500000e+01	1.100237521216e-03	1.100237507029e-03	-1.121139127212e-03	-1.121139127189e-03
2.141927083333e+01	1.094547465794e-03	1.094547477361e-03	-1.114292685934e-03	-1.114292685963e-03
2.151041666667e+01	1.087858718549e-03	1.087858704368e-03	-1.107772891027e-03	-1.107772891106e-03
2.160156250000e+01	1.080342795230e-03	1.080342807666e-03	-1.099268158638e-03	-1.099268158765e-03
2.169270833333e+01	1.072173891090e-03	1.072173876883e-03	-1.091077011433e-03	-1.091077011604e-03
2.178385416667e+01	1.063270520496e-03	1.063270533750e-03	-1.081099963968e-03	-1.081099964178e-03
2.187500000000e+01	1.053737090419e-03	1.053737076063e-03	-1.071852115651e-03	-1.071852115899e-03
2.196614583333e+01	1.043901353592e-03	1.043901367551e-03	-1.060964644435e-03	-1.060964644717e-03
2.205729166667e+01	1.033493165830e-03	1.033493151175e-03	-1.050700517160e-03	-1.050700517465e-03
2.214843750000e+01	1.021193681579e-03	1.021193696154e-03	-1.037408872025e-03	-1.037408872313e-03
2.223958333333e+01	1.005475355532e-03	1.005475340479e-03	-1.022160091788e-03	-1.022160092005e-03
2.233072916667e+01	9.857789124942e-04	9.857789276474e-04	-1.001267647633e-03	-1.001267647753e-03
2.242187500000e+01	9.628071342596e-04	9.628071187380e-04	-9.780568228652e-04	-9.780568229095e-04
2.251302083333e+01	9.379941326589e-04	9.379941483734e-04	-9.520136354793e-04	-9.520136354900e-04
2.260416666667e+01	9.128418443245e-04	9.128418282855e-04	-9.270891931827e-04	-9.270891931843e-04
2.269531250000e+01	8.883387596478e-04	8.883387759330e-04	-9.015328490387e-04	-9.015328490388e-04
2.278645833333e+01	8.646738074023e-04	8.646737908103e-04	-8.778397834985e-04	-8.778397834984e-04
2.287760416667e+01	8.415880486247e-04	8.415880655016e-04	-8.536988705647e-04	-8.536988705647e-04
2.296875000000e+01	8.190338268281e-04	8.190338096556e-04	-8.314006973108e-04	-8.314006973108e-04
2.305989583333e+01	7.972328087079e-04	7.972328262033e-04	-8.086466281832e-04	-8.086466281831e-04
2.315104166667e+01	7.762057849068e-04	7.762057671151e-04	-7.876708386535e-04	-7.876708386534e-04
2.324218750000e+01	7.557151606114e-04	7.557151787618e-04	-7.662481560754e-04	-7.662481560753e-04
2.333333333333e+01	7.357232518545e-04	7.357232336506e-04	-7.465553070375e-04	-7.465553070375e-04
2.342447916667e+01	7.164386740947e-04	7.164386946011e-04	-7.264096132314e-04	-7.264096132316e-04
2.351562500000e+01	6.978730416429e-04	6.978730297231e-04	-7.079261636324e-04	-7.079261636323e-04
2.360677083333e+01	6.797897395565e-04	6.797897787624e-04	-6.890028590100e-04	-6.890028590099e-04
2.369791666667e+01	6.621533317224e-04	6.621533453762e-04	-6.716917385027e-04	-6.716917385026e-04
2.378906250000e+01	6.451692464714e-04	6.451692953546e-04	-6.539388224520e-04	-6.539388224520e-04
2.388020833333e+01	6.288476260030e-04	6.288475945247e-04	-6.377298492378e-04	-6.377298492379e-04
2.397135416667e+01	6.129596681164e-04	6.129596233438e-04	-6.210960641062e-04	-6.210960641062e-04
2.406250000000e+01	5.974785203155e-04	5.974784051070e-04	-6.059556203958e-04	-6.059556203959e-04
2.415364583333e+01	5.826077037652e-04	5.826076509993e-04	-5.903925424568e-04	-5.903925424568e-04
2.424479166667e+01	5.683508756837e-04	5.683508249998e-04	-5.762552396160e-04	-5.762552396161e-04
2.433593750000e+01	5.544797505679e-04	5.544797860879e-04	-5.617157696596e-04	-5.617157696596e-04
2.442708333333e+01	5.409737732102e-04	5.409737822546e-04	-5.485524764056e-04	-5.485524764056e-04
2.451822916667e+01	5.280379865273e-04	5.280380440569e-04	-5.349928324733e-04	-5.349928324734e-04
2.460937500000e+01	5.156712150969e-04	5.156712183936e-04	-5.227428354283e-04	-5.227428354282e-04
2.470052083333e+01	5.036430444574e-04	5.036430897590e-04	-5.101208058777e-04	-5.101208058777e-04
2.479166666667e+01	4.919372640581e-04	4.919372535336e-04	-4.987601128622e-04	-4.987601128623e-04
2.488281250000e+01	4.807632029880e-04	4.807632392654e-04	-4.870363376108e-04	-4.870363376108e-04
2.497395833333e+01	4.701218433845e-04	4.701218239476e-04	-4.765094016584e-04	-4.765094016585e-04
2.506510416667e+01	4.597856870449e-04	4.597857184203e-04	-4.656466403533e-04	-4.656466403533e-04
2.515625000000e+01	4.497410725498e-04	4.497410468999e-04	-4.559341183103e-04	-4.559341183103e-04
2.524739583333e+01	4.401958361578e-04	4.401958644284e-04	-4.458979971857e-04	-4.458979971856e-04
2.533854166667e+01	4.311474379894e-04	4.311474067781e-04	-4.369494260326e-04	-4.369494260326e-04
2.542968750000e+01	4.223675850204e-04	4.223676101347e-04	-4.277074852603e-04	-4.277074852604e-04
2.552083333333e+01	4.138461521195e-04	4.138461141385e-04	-4.195085379150e-04	-4.195085379150e-04
2.561197916667e+01	4.057956610460e-04	4.057956809885e-04	-4.110310458414e-04	-4.110310458415e-04
2.570312500000e+01	3.982174177041e-04	3.982173694441e-04	-4.035360695662e-04	-4.035360695661e-04
2.579427083333e+01	3.908844598949e-04	3.908844698614e-04	-3.957954092237e-04	-3.957954092236e-04
2.588541666667e+01	3.837842216998e-04	3.837841560848e-04	-3.889944267785e-04	-3.889944267785e-04
2.597656250000e+01	3.771246586577e-04	3.771246493536e-04	-3.819656896146e-04	-3.819656896147e-04
2.606770833333e+01	3.709057096227e-04	3.709056138250e-04	-3.758177794776e-04	-3.758177794777e-04
2.615885416667e+01	3.649052247346e-04	3.649051796160e-04	-3.694772003998e-04	-3.694772003997e-04
2.625000000000e+01	3.591191512979e-04	3.591190032750e-04	-3.639760572411e-04	-3.639760572410e-04
2.634114583333e+01	3.537579731189e-04	3.537578641827e-04	-3.583001274065e-04	-3.583001274065e-04
2.643229166667e+01	3.488132680493e-04	3.488130314447e-04	-3.534021907817e-04	-3.534021907817e-04
2.652343750000e+01	3.440494857794e-04	3.440492672339e-04	-3.483562528761e-04	-3.483562528761e-04
2.661458333333e+01	3.394502742684e-04	3.394498902450e-04	-3.440256853467e-04	-3.440256853468e-04
2.670572916667e+01	3.352049478756e-04	3.352045453037e-04	-3.395214010618e-04	-3.395214010618e-04
2.679687500000e+01	3.312527781157e-04	3.312521498886e-04	-3.355857959864e-04	-3.355857959864e-04
2.688802083333e+01	3.272549042776e-04	3.272541904867e-04	-3.313529009050e-04	-3.313529009050e-04
2.697916666667e+01	3.230344755969e-04	3.230334290005e-04	-3.273754425555e-04	-3.273754425555e-04
2.707031250000e+01	3.185569032883e-04	3.185556335439e-04	-3.226929858366e-04	-3.226929858366e-04
2.716145833333e+01	3.134608982579e-04	3.134590716425e-04	-3.175742036069e-04	-3.175742036069e-04
2.725260416667e+01	3.070305653401e-04	3.070281804642e-04	-3.109315415627e-04	-3.109315415627e-04
2.734375000000e+01	2.986788116206e-04	2.986753039286e-04	-3.027326807592e-04	-3.027326807591e-04
2.743489583333e+01	2.880094052458e-04	2.880044269207e-04	-2.918247810376e-04	-2.918247810377e-04
2.752604166667e+01	2.744567405383e-04	2.744490649877e-04	-2.780883404749e-04	-2.780883404749e-04
2.761718750000e+01	2.573832341241e-04	2.573713661715e-04	-2.607118268808e-04	-2.607118268807e-04
2.770833333333e+01	2.366789483990e-04	2.366595833813e-04	-2.399419679193e-04	-2.399419679193e-04
2.779947916667e+01	2.128682521373e-04	2.128364058028e-04	-2.157562965548e-04	-2.157562965548e-04
2.789062500000e+01	1.866767924758e-04	1.866233611929e-04	-1.891195403160e-04	-1.891195403160e-04
2.798177083333e+01	1.589410493415e-04	1.588523303968e-04	-1.609355138570e-04	-1.609355138570e-04
2.807291666667e+01	1.309531943872e-04	1.308088591353e-04	-1.326854355321e-04	-1.326854355321e-04
2.816406250000e+01	1.042939985330e-04	1.040698748811e-04	-1.056362003150e-04	-1.056362003150e-04
2.825520833333e+01	8.017342387113e-05	7.984586415148e-05	-8.107491519310e-05	-8.107491519309e-05
2.834635416667e+01	5.922886534515e-05	5.878827903387e-05	-5.984167639370e-05	-5.984167639370e-05
2.843750000000e+01	4.190876518865e-05	4.137860628211e-05	-4.241963246564e-05	-4.241963246565e-05
2.852864583333e+01	2.847571790816e-05	2.792675499844e-05	-2.883016168409e-05	-2.883016168409e-05
2.861979166667e+01	1.863078593535e-05	1.815678092622e-05	-1.876422563497e-05	-1.876422563497e-05
2.871093750000e+01	1.163096457397e-05	1.132537188375e-05	-1.168427395323e-05	-1.168427395323e-05
2.880208333333e+01	6.859249240917e-06	6.903081125186e-06	-6.953215296059e-06	-6.953215296059e-06
2.889322916667e+01	3.874790471346e-06	4.670357347512e-06	-3.952552392384e-06	-3.952552392384e-06
2.898437500000e+01	2.135633818524e-06	4.162618601374e-06	-2.143828311696e-06	-2.143828311696e-06
2.907552083333e+01	1.074586277195e-06	4.555728985126e-06	-1.109565499395e-06	-1.109565499395e-06
2.916666666667e+01	4.174637126875e-07	5.164239337211e-06	-5.473230803549e-07	-5.473230803550e-07
2.925781250000e+01	7.940011484699e-08	5.500446584917e-06	-2.574181736688e-07	-2.574181736688e-07
2.934895833333e+01	-3.070479877233e-08	4.981908577635e-06	-1.152791387912e-07	-1.152791387913e-07
2.944010416667e+01	-3.639099359497e-08	3.281586037502e-06	-4.919818478382e-08	-4.919818478385e-08
2.953125000000e+01	-1.786709704767e-08	9.714820566676e-07	-1.997837797043e-08	-1.997837797048e-08
2.962239583333e+01	-6.443895883470e-09	-9.392960271111e-07	-7.727805918951e-09	-7.727805918997e-09
2.971354166667e+01	-1.211832840473e-09	-2.076394567204e-06	-2.842312992708e-09	-2.842312992719e-09
2.980468750000e+01	-5.523754860273e-10	-2.758135205190e-06	-9.955659759330e-10	-9.955659759648e-10
2.989583333333e+01	2.363964207699e-10	-3.150258764393e-06	-3.314311415762e-10	-3.314311416365e-10
2.998697916667e+01	-2.687305157204e-10	-3.114602779135e-06	-1.050499395015e-10	-1.050499395390e-10
3.007812500000e+01	2.571147869964e-10	-2.705357100895e-06	-3.163078062411e-11	-3.163078066747e-11
3.016927083333e+01	-2.501448416928e-10	-2.225222854095e-06	-9.067147331644e-12	-9.067147403780e-12
3.026041666667e+01	2.431735386843e-10	-1.800532418162e-06	-2.468347410604e-12	-2.468347433838e-12
3.035156250000e+01	-2.365242024202e-10	-1.371523922034e-06	-6.396418087052e-13	-6.396418826644e-13
3.044270833333e+01	2.301576610675e-10	-9.450174871386e-07	-1.573516247018e-13	-1.573516932779e-13
3.053385416667e+01	-2.240552658953e-10	-6.183006665861e-07	-3.684755242720e-14	-3.684760864303e-14
3.062500000000e+01	2.181981685756e-10	-4.055127314733e-07	-8.189313246058e-15	-8.189316105383e-15
3.071614583333e+01	-2.125686411372e-10	-2.565091677860e-07	-1.732430637744e-15	-1.732477977762e-15
3.080729166667e+01	2.071502081739e-10	-1.418379122243e-07	-3.477337667072e-16	-3.477276198924e-16
3.089843750000e+01	-2.019276777957e-10	-6.866944825178e-08	-6.640111352970e-17	-6.643920423843e-17
3.098958333333e+01	1.968871125247e-10	-2.996899178280e-08	-1.200916429427e-17	-1.204138494883e-17
3.108072916667e+01	-1.920157613888e-10	-1.210199801633e-08	-2.046945822764e-18	-2.077501189605e-18
3.117187500000e+01	1.873019731734e-10	-2.454423375280e-09	-3.459578701291e-19	-3.398903382390e-19
3.126302083333e+01	-1.827351007140e-10	6.263309409465e-10	-2.322088548244e-20	-5.294184232411e-20
3.135416666667e+01	1.783054190400e-10	1.658228025151e-09	-2.437861511345e-20	-7.818437875359e-21
3.144531250000e+01	-1.740040297365e-10	8.024642087340e-10	6.832121757296e-21	-1.099299220155e-21
3.153645833333e+01	1.698227848171e-10	8.939809667715e-10	2.379957397207e-20	-1.465022561593e-22
3.162760416667e+01	-1.657542138280e-10	1.763577168319e-10	-3.144565696237e-20	-1.859125508153e-23
3.171875000000e+01	1.617914566692e-10	4.321016629455e-10	-2.447910435246e-20	-2.235833192670e-24
3.180989583333e+01	-1.579281993391e-10	-1.081900728827e-10	1.023586981916e-21	-2.560524256623e-25
3.190104166667e+01	1.541586285384e-10	2.514874662763e-10	-1.453971568015e-20	-2.778185504631e-26
3.199218750000e+01	-1.504773769777e-10	-1.802837175339e-10	-2.261583005365e-20	-2.870941321825e-27
3.208333333333e+01	1.468794795566e-10	2.024613566997e-10	2.299263813119e-22	-2.810407382732e-28
3.217447916667e+01	-1.433603440726e-10	-1.865586091589e-10	-4.640373367088e-20	-2.620449416765e-29
3.226562500000e+01	1.399157031899e-10	1.854875757483e-10	-9.500283107440e-22	-2.313869863359e-30
3.235677083333e+01	-1.365415980957e-10	-1.793324840269e-10	-4.966602016716e-20	-1.946441879537e-31
3.244791666667e+01	1.332343384971e-10	1.751085908508e-10	-2.037859319568e-20	-1.550386002672e-32
3.253906250000e+01	-1.299904896928e-10	-1.704403793712e-10	-3.366743704532e-20	-1.176565260548e-33
3.263020833333e+01	1.268068389354e-10	1.660842592203e-10	1.408235250284e-20	-8.452048670660e-35
3.272135416667e+01	-1.236803860546e-10	-1.617952979958e-10	-7.833787921895e-20	-5.785918581808e-36
3.281250000000e+01	1.206083214369e-10	1.576351820555e-10	-4.418291468909e-20	-3.748788846408e-37
3.290364583333e+01	-1.175880052263e-10	-1.535774680351e-10	-2.374962843509e-20	-2.314822160574e-38
3.299479166667e+01	1.146169634826e-10	1.496208318071e-10	-2.042090328198e-20	-1.352445463947e-39
3.308593750000e+01	-1.116928677585e-10	-1.457579609206e-10	-3.212236423550e-20	-7.532219542911e-41
3.317708333333e+01	1.088135215042e-10	1.419836507541e-10	-5.224961849212e-20	-3.968591065227e-42
3.326822916667e+01	-1.059768585895e-10	-1.382927211899e-10	-8.090680974978e-20	-1.993434279469e-43
3.335937500000e+01	1.031809248857e-10	1.346804647314e-10	-3.120437034289e-20	-9.469741668371e-45
3.345052083333e+01	-1.004238724543e-10	-1.311424978018e-10	-2.208185802935e-20	-4.289705256914e-46
3.354166666667e+01	9.770395259036e-11	1.276747552059e-10	7.174664798442e-21	-1.837446103287e-47
3.363281250000e+01	-9.501951038207e-11	-1.242734545488e-10	-5.883273887934e-20	-7.506052084383e-49
3.372395833333e+01	9.236896840284e-11	1.209350733270e-10	-6.696995719717e-20	-2.898371626610e-50
3.381510416667e+01	-8.975083691038e-11	-1.176563237532e-10	-1.081873680463e-19	-1.067614056426e-51
3.390625000000e+01	8.716369075787e-11	1.144341350494e-10	1.262650439693e-20	-3.716512679168e-53
3.399739583333e+01	-8.460617928400e-11	-1.112656287757e-10	-3.239970301906e-20	-1.234352934438e-54
3.408854166667e+01	8.207700864114e-11	1.081481125364e-10	-1.368698027725e-20	-3.872888527401e-56
3.417968750000e+01	-7.957495156098e-11	-1.050790524552e-10	-9.941197086782e-20	-1.159660271779e-57
3.427083333333e+01	7.709882613123e-11	1.020560693148e-10	-3.936496542855e-20	-3.279565561535e-59
3.436197916667e+01	-7.464751195445e-11	-9.907692202563e-11	-7.229617295167e-20	-8.852701089198e-61
3.445312500000e+01	7.221992703287e-11	9.613949646459e-11	-1.162795848903e-19	-2.255959349179e-62
3.454427083333e+01	-6.981504179088e-11	-9.324179708340e-11	-1.044212953918e-19	-5.488958557720e-64
3.463541666667e+01	6.743186218311e-11	9.038193709034e-11	-1.263678144678e-19	-1.260419429281e-65
3.472656250000e+01	-6.506943974157e-11	-8.755812779275e-11	-1.189618183813e-19	-1.155974886720e-66
3.481770833333e+01	6.272685592831e-11	8.476867725439e-11	-1.368143556411e-19	-4.957193382233e-68
3.490885416667e+01	-6.040323141803e-11	-8.201197460290e-11	-1.499343628526e-19	-1.051585705837e-69
