z_A	valence_CHGCAR_e_A3	dencor_e_A3	phi_hartree_eV	phi_local_eV	phi_sol_no_dipole_eV
1.740885416667e+01	3.849361730387e-02	1.592407840964e-05	1.225452630227e+02	-1.191553088350e+02	3.389954187699e+00
1.750000000000e+01	3.238000831552e-02	8.930203392114e-06	1.060474676381e+02	-1.026444480536e+02	3.403019584473e+00
1.759114583333e+01	2.579485791467e-02	3.746952219493e-06	8.965067937784e+01	-8.621766364884e+01	3.433015729007e+00
1.768229166667e+01	1.959312422947e-02	1.042875727376e-06	7.336468838161e+01	-6.989365717630e+01	3.471031205305e+00
1.777343750000e+01	1.434862794562e-02	1.632449160264e-07	5.719874503036e+01	-5.369719097290e+01	3.501554057457e+00
1.786458333333e+01	1.024767427960e-02	1.964717794281e-08	4.116071075850e+01	-3.764832576237e+01	3.512384996129e+00
1.795572916667e+01	7.204249788597e-03	7.982168502024e-10	2.525676254255e+01	-2.175124972879e+01	3.505512813755e+00
1.804687500000e+01	5.031679063041e-03	1.400954338905e-09	9.491499031125e+00	-5.999979523538e+00	3.491519507587e+00
1.813802083333e+01	3.508221647247e-03	-1.061586849950e-09	-6.131785395656e+00	9.602555076296e+00	3.470769680641e+00
1.822916666667e+01	2.445903903093e-03	1.041534627220e-09	-2.161077703820e+01	2.505550781234e+01	3.444730774141e+00
1.832031250000e+01	1.704930423174e-03	-9.818680662628e-10	-3.694386142196e+01	4.035907465551e+01	3.415213233554e+00
1.841145833333e+01	1.188139413392e-03	9.504669553517e-10	-5.212991257955e+01	5.551325387173e+01	3.383341292183e+00
1.850260416667e+01	8.300952776559e-04	-9.054427033262e-10	-6.716814550904e+01	7.051801373660e+01	3.349868227559e+00
1.859375000000e+01	5.836996516826e-04	8.948962497869e-10	-8.205801612723e+01	8.537340363817e+01	3.315387510942e+00
1.868489583333e+01	4.130778778724e-04	-8.385677339092e-10	-9.679914952301e+01	1.000793645557e+02	3.280215032709e+00
1.877604166667e+01	2.932678262693e-04	8.506264938333e-10	-1.113912860894e+02	1.146359611697e+02	3.244675080276e+00
1.886718750000e+01	2.090171423672e-04	-7.901766867517e-10	-1.258342438381e+02	1.290431252686e+02	3.208881430506e+00
1.895833333333e+01	1.500165627811e-04	8.000259582968e-10	-1.401278948507e+02	1.433009273177e+02	3.173032466948e+00
1.904947916667e+01	1.079379332967e-04	-7.595240561149e-10	-1.542721493747e+02	1.574092954536e+02	3.137146078894e+00
1.914062500000e+01	7.731878263017e-05	7.478614789874e-10	-1.682669434712e+02	1.713683023719e+02	3.101358900705e+00
1.923177083333e+01	5.560519698495e-05	-7.304309940259e-10	-1.821122308088e+02	1.851778749379e+02	3.065644129071e+00
1.932291666667e+01	4.062442755485e-05	7.097133484993e-10	-1.958079784838e+02	1.988380864002e+02	3.030107916434e+00
1.941406250000e+01	2.961605205287e-05	-6.867038111517e-10	-2.093541636117e+02	2.123488635702e+02	2.994699958502e+00
1.950520833333e+01	2.103187403201e-05	6.926777910065e-10	-2.227507694479e+02	2.257102793748e+02	2.959509926821e+00
1.959635416667e+01	1.498988122255e-05	-6.316296064940e-10	-2.359977831184e+02	2.389222613097e+02	2.924478191236e+00
1.968750000000e+01	1.121362492116e-05	6.803576471231e-10	-2.490951955128e+02	2.519848813947e+02	2.889685881903e+00
1.977864583333e+01	8.352438368620e-06	-5.861738994758e-10	-2.620430007682e+02	2.648980681922e+02	2.855067423986e+00
1.986979166667e+01	5.760787796062e-06	6.547208954584e-10	-2.748411944995e+02	2.776618924890e+02	2.820697989548e+00
1.996093750000e+01	4.030359315712e-06	-5.569449437923e-10	-2.874897728985e+02	2.902762841902e+02	2.786511291764e+00
2.005208333333e+01	3.256338385946e-06	6.204003860097e-10	-2.999887333811e+02	3.027413126121e+02	2.752579231000e+00
2.014322916667e+01	2.524861301314e-06	-5.321632458221e-10	-3.123380746543e+02	3.150569092234e+02	2.718834569124e+00
2.023437500000e+01	1.527179607236e-06	5.876520137257e-10	-3.245377955773e+02	3.272231417217e+02	2.685346144404e+00
2.032552083333e+01	9.765580422299e-07	-5.074672389340e-10	-3.365878947523e+02	3.392399432820e+02	2.652048529682e+00
2.041666666667e+01	1.027182204244e-06	5.551043079288e-10	-3.484883713750e+02	3.511073798647e+02	2.619008489739e+00
2.050781250000e+01	8.897469319307e-07	-4.842544886609e-10	-3.602392254086e+02	3.628253864056e+02	2.586160997013e+00
2.059895833333e+01	3.548496952540e-07	5.247081463192e-10	-3.718404566183e+02	3.743940270460e+02	2.553570427737e+00
2.069010416667e+01	1.359993609061e-07	-4.576742005894e-10	-3.832920643013e+02	3.858132385616e+02	2.521174260344e+00
2.078125000000e+01	3.901743061631e-07	4.997361263439e-10	-3.945940481515e+02	3.970830832301e+02	2.489035078583e+00
2.087239583333e+01	4.025601701273e-07	-4.288695572234e-10	-4.057464084486e+02	4.082034997191e+02	2.457091270479e+00
2.096354166667e+01	1.533225102431e-08	4.745573104361e-10	-4.167491451898e+02	4.191745484198e+02	2.425403230031e+00
2.105468750000e+01	-9.146451892292e-08	-4.048156725792e-10	-4.276022578894e+02	4.299961699090e+02	2.393912019578e+00
2.114583333333e+01	2.121105786315e-07	4.433544212018e-10	-4.383057464058e+02	4.406684226511e+02	2.362676245295e+00
2.123697916667e+01	2.551332476691e-07	-3.876217289503e-10	-4.488596110992e+02	4.511912491498e+02	2.331638050551e+00
2.132812500000e+01	-8.295497046877e-08	4.111040173852e-10	-4.592638520178e+02	4.615647059289e+02	2.300853911092e+00
2.141927083333e+01	-1.497908957835e-07	-3.591151264429e-10	-4.695184687460e+02	4.717887374183e+02	2.270268672349e+00
2.151041666667e+01	1.599268105606e-07	4.103894252659e-10	-4.796234611985e+02	4.818633982149e+02	2.239937016346e+00
2.160156250000e+01	2.055539451957e-07	-2.927228304052e-10	-4.895788297493e+02	4.917886346961e+02	2.209804946851e+00
2.169270833333e+01	-1.087726361157e-07	4.257444120159e-10	-4.993845744537e+02	5.015644995248e+02	2.179925071089e+00
2.178385416667e+01	-1.567593251319e-07	-2.517956667341e-10	-5.090406949283e+02	5.111909410056e+02	2.150246077338e+00
2.187500000000e+01	1.461496007646e-07	3.863644709469e-10	-5.185471911131e+02	5.206680098705e+02	2.120818757443e+00
2.196614583333e+01	1.849917392766e-07	-2.640118611135e-10	-5.279040633755e+02	5.299956563489e+02	2.091592973421e+00
2.205729166667e+01	-1.154684641296e-07	3.271118910822e-10	-5.371113117636e+02	5.391739292433e+02	2.062617479671e+00
2.214843750000e+01	-1.511983080984e-07	-2.567422640451e-10	-5.461689359116e+02	5.482027807118e+02	2.033844800207e+00
2.223958333333e+01	1.439251226166e-07	3.144375153692e-10	-5.550769357753e+02	5.570822576383e+02	2.005321863005e+00
2.233072916667e+01	1.750914766215e-07	-1.969675374253e-10	-5.638353117133e+02	5.658123140857e+02	1.977002372392e+00
2.242187500000e+01	-1.161328631824e-07	3.372532387148e-10	-5.724440637646e+02	5.743929950424e+02	1.948931277889e+00
2.251302083333e+01	-1.436191623706e-07	-1.416091428218e-10	-5.809031915745e+02	5.828242564706e+02	1.921064896118e+00
2.260416666667e+01	1.439991953330e-07	3.132393300513e-10	-5.892126951093e+02	5.911061414705e+02	1.893446361119e+00
2.269531250000e+01	1.684157938281e-07	-1.540282358773e-10	-5.973725747187e+02	5.992386078930e+02	1.866033174278e+00
2.278645833333e+01	-1.154366482772e-07	2.382837937250e-10	-6.053828304333e+02	6.072216969423e+02	1.838866509006e+00
2.287760416667e+01	-1.364664604145e-07	-1.741760620803e-10	-6.132434619075e+02	6.150553683427e+02	1.811906435148e+00
2.296875000000e+01	1.445728777431e-07	1.940236481642e-10	-6.209544691155e+02	6.227396614353e+02	1.785192319789e+00
2.305989583333e+01	1.630142031926e-07	-1.537850278986e-10	-6.285158523990e+02	6.302745378049e+02	1.758685405877e+00
2.315104166667e+01	-1.151598461000e-07	1.807117896963e-10	-6.359276117812e+02	6.376600349444e+02	1.732423163158e+00
2.324218750000e+01	-1.310105199285e-07	-1.166624748795e-10	-6.431897469234e+02	6.448961162824e+02	1.706369358970e+00
2.333333333333e+01	1.448306400835e-07	1.736536400022e-10	-6.503022578061e+02	6.519828174637e+02	1.680559657557e+00
2.342447916667e+01	1.585212011169e-07	-8.096199560487e-11	-6.572651447648e+02	6.589201037571e+02	1.654958992333e+00
2.351562500000e+01	-1.152483610295e-07	1.595326842359e-10	-6.640784078167e+02	6.657080089851e+02	1.629601168315e+00
2.360677083333e+01	-1.272297845351e-07	-5.533199293206e-11	-6.707420466284e+02	6.723465002424e+02	1.604453614003e+00
2.369791666667e+01	1.443248237051e-07	1.383693451563e-10	-6.772560611851e+02	6.788356095374e+02	1.579548352249e+00
2.378906250000e+01	1.543139403633e-07	-2.981849975696e-11	-6.836204518172e+02	6.851753057668e+02	1.554853949665e+00
2.388020833333e+01	-1.158413572359e-07	1.248253906503e-10	-6.898352185372e+02	6.913656191303e+02	1.530400593076e+00
2.397135416667e+01	-1.247037940516e-07	7.425393422837e-12	-6.959003610160e+02	6.974065203192e+02	1.506159303227e+00
2.406250000000e+01	1.435184348568e-07	1.214810736922e-10	-7.018158792426e+02	7.032980377398e+02	1.482158497155e+00
2.415364583333e+01	1.505708455117e-07	4.663781116612e-11	-7.075817735435e+02	7.090401438839e+02	1.458370340370e+00
2.424479166667e+01	-1.169379934670e-07	1.094863743600e-10	-7.131980439275e+02	7.146328653774e+02	1.434821449890e+00
2.433593750000e+01	-1.234721632336e-07	7.005202746407e-11	-7.186646900686e+02	7.200761764771e+02	1.411486408482e+00
2.442708333333e+01	1.423727663225e-07	8.092885157172e-11	-7.239817119588e+02	7.253701020410e+02	1.388390082260e+00
2.451822916667e+01	1.473890062249e-07	8.021411541796e-11	-7.291491099215e+02	7.305146180913e+02	1.365508169818e+00
2.460937500000e+01	-1.182219210394e-07	4.511982269442e-11	-7.341668839631e+02	7.355097477198e+02	1.342863756735e+00
2.470052083333e+01	-1.232330134034e-07	9.134971345872e-11	-7.390350337598e+02	7.403554687169e+02	1.320434957135e+00
2.479166666667e+01	1.409012378053e-07	1.839726298966e-11	-7.437535593054e+02	7.450518024226e+02	1.298243117198e+00
2.488281250000e+01	1.446483275398e-07	1.144045162898e-10	-7.483224609215e+02	7.495987283730e+02	1.276267451577e+00
2.497395833333e+01	-1.195357125548e-07	-1.135606520106e-12	-7.527417386127e+02	7.539962661661e+02	1.254527553395e+00
2.506510416667e+01	-1.234649051304e-07	1.361324375810e-10	-7.570113920570e+02	7.582443970668e+02	1.233005009822e+00
2.515625000000e+01	1.396673998332e-07	-2.897812250327e-11	-7.611314212495e+02	7.623431389330e+02	1.211717683499e+00
2.524739583333e+01	1.426638465472e-07	1.456937763748e-10	-7.651018265107e+02	7.662924747664e+02	1.190648255675e+00
2.533854166667e+01	-1.208304730906e-07	-7.027971287251e-11	-7.689226078443e+02	7.700924207024e+02	1.169812858129e+00
2.542968750000e+01	-1.242534512359e-07	1.447614715292e-10	-7.725937649289e+02	7.737429614750e+02	1.149196546033e+00
2.552083333333e+01	1.386394136826e-07	-1.136957219673e-10	-7.761152977606e+02	7.772441114962e+02	1.128813735609e+00
2.561197916667e+01	1.416637030093e-07	1.563659584256e-10	-7.794872066594e+02	7.805958572056e+02	1.108650546247e+00
2.570312500000e+01	-1.216079307217e-07	-1.240831435985e-10	-7.827094916290e+02	7.837982113028e+02	1.088719673771e+00
2.579427083333e+01	-1.251486362292e-07	2.178467675983e-10	-7.857821523486e+02	7.868511619419e+02	1.069009593378e+00
2.588541666667e+01	1.378919643942e-07	-9.328028529458e-11	-7.887051888138e+02	7.897547201149e+02	1.049531301183e+00
2.597656250000e+01	1.414364796524e-07	2.819162033760e-10	-7.914786013450e+02	7.925088756991e+02	1.030274354009e+00
2.606770833333e+01	-1.219580829917e-07	-1.048624051767e-10	-7.941023899468e+02	7.951136379640e+02	1.011248017187e+00
2.615885416667e+01	-1.258897457927e-07	2.827118035716e-10	-7.965765542978e+02	7.975689984891e+02	9.924441912528e-01
2.625000000000e+01	1.378654508889e-07	-1.644292655774e-10	-7.989010943936e+02	7.998749648387e+02	9.738704451257e-01
2.634114583333e+01	1.422770677814e-07	2.745654391727e-10	-8.010760105554e+02	8.020315302916e+02	9.555197362284e-01
2.643229166667e+01	-1.218974036388e-07	-1.965007969271e-10	-8.031013027887e+02	8.040387007193e+02	9.373979306112e-01
2.652343750000e+01	-1.267124353645e-07	3.147479147710e-10	-8.049769707714e+02	8.058964711028e+02	9.195003314387e-01
2.661458333333e+01	1.383775121257e-07	-1.799640146777e-10	-8.067030144978e+02	8.076048456121e+02	9.018311142877e-01
2.670572916667e+01	1.442975506619e-07	3.809052706308e-10	-8.082794342911e+02	8.091638209316e+02	8.843866404770e-01
2.679687500000e+01	-1.210661306555e-07	-1.778313122001e-10	-8.097062301586e+02	8.105733995330e+02	8.671693744543e-01
2.688802083333e+01	-1.273483942265e-07	3.963384222103e-10	-8.109834017767e+02	8.118335797955e+02	8.501780188055e-01
2.697916666667e+01	1.393396908345e-07	-2.379501057512e-10	-8.121109491380e+02	8.129443624867e+02	8.334133487574e-01
2.707031250000e+01	1.471858925725e-07	3.720288281347e-10	-8.130888725676e+02	8.139057476863e+02	8.168751187037e-01
2.716145833333e+01	-1.196253814545e-07	-2.999305468378e-10	-8.139171720753e+02	8.147177344568e+02	8.005623814971e-01
2.725260416667e+01	-1.276347489913e-07	3.704023666950e-10	-8.145958473357e+02	8.153803245838e+02	7.844772481386e-01
2.734375000000e+01	1.410409167928e-07	-3.381089556078e-10	-8.151248983394e+02	8.158935154377e+02	7.686170982236e-01
2.743489583333e+01	1.510404116011e-07	3.848558015923e-10	-8.155043254141e+02	8.162573105045e+02	7.529850903783e-01
2.752604166667e+01	-1.177843982696e-07	-3.677082039295e-10	-8.157341285720e+02	8.164717054496e+02	7.375768775550e-01
2.761718750000e+01	-1.279367497869e-07	4.046406341648e-10	-8.158143074854e+02	8.165367054628e+02	7.223979774664e-01
2.770833333333e+01	1.432075860586e-07	-3.945135715411e-10	-8.157448621423e+02	8.164523044937e+02	7.074423514079e-01
2.779947916667e+01	1.557862390406e-07	4.263110209282e-10	-8.155257928734e+02	8.162185094364e+02	6.927165630029e-01
2.789062500000e+01	-1.155589263803e-07	-4.185309619797e-10	-8.151570996941e+02	8.158353125321e+02	6.782128379367e-01
2.798177083333e+01	-1.284487023074e-07	4.547833109084e-10	-8.146387822736e+02	8.153027224005e+02	6.639401268528e-01
2.807291666667e+01	1.454212762741e-07	-4.344840041573e-10	-8.139708405967e+02	8.146207295774e+02	6.498889806723e-01
2.816406250000e+01	1.610316057359e-07	4.895773240167e-10	-8.131532749974e+02	8.137893443950e+02	6.360693975698e-01
2.825520833333e+01	-1.130123993008e-07	-4.496240329759e-10	-8.121860854947e+02	8.128085556630e+02	6.224701682628e-01
2.834635416667e+01	-1.288960503499e-07	5.210461111623e-10	-8.110692717546e+02	8.116783754303e+02	6.091036756220e-01
2.843750000000e+01	1.479551615422e-07	-4.710491058348e-10	-8.098028337583e+02	8.103987907623e+02	5.959570039866e-01
2.852864583333e+01	1.666579316560e-07	5.477259445258e-10	-8.083867718434e+02	8.089698154544e+02	5.830436110067e-01
2.861979166667e+01	-1.107365732862e-07	-4.953723324344e-10	-8.068210860327e+02	8.073914348492e+02	5.703488165600e-01
2.871093750000e+01	-1.300334098006e-07	5.719785669559e-10	-8.051057759879e+02	8.056636644841e+02	5.578884961709e-01
2.880208333333e+01	1.503173577960e-07	-5.272311591120e-10	-8.032408416862e+02	8.037864879638e+02	5.456462776420e-01
2.889322916667e+01	1.725927152300e-07	5.851114622780e-10	-8.012262834695e+02	8.017599225670e+02	5.336390974940e-01
2.898437500000e+01	-1.086124717360e-07	-5.696532322631e-10	-7.990621013648e+02	7.995839501284e+02	5.218487636180e-01
2.907552083333e+01	-1.318949826173e-07	5.954744802681e-10	-7.967482950293e+02	7.972585896869e+02	5.102946576051e-01
2.916666666667e+01	1.522070962838e-07	-6.069999159424e-10	-7.942848644351e+02	7.947838213109e+02	4.989568758208e-01
2.925781250000e+01	1.784392271509e-07	6.179710495294e-10	-7.916718099288e+02	7.921596658156e+02	4.878558867393e-01
2.934895833333e+01	-1.069248859335e-07	-6.295663807611e-10	-7.889091315422e+02	7.893861014922e+02	4.769699499804e-01
2.944010416667e+01	-1.346346458961e-07	6.570063899687e-10	-7.859968289273e+02	7.864631509470e+02	4.663220197382e-01
2.953125000000e+01	1.534511512360e-07	-6.393588650383e-10	-7.829349020507e+02	7.833907906847e+02	4.558886340247e-01
2.962239583333e+01	1.838802517064e-07	7.026440459185e-10	-7.797233512639e+02	7.801690451033e+02	4.456938394484e-01
2.971354166667e+01	-1.060749655716e-07	-6.526619089427e-10	-7.763621766037e+02	7.767978889114e+02	4.357123076804e-01
2.980468750000e+01	-1.385225062719e-07	7.370764446082e-10	-7.728513777165e+02	7.732773483068e+02	4.259705903912e-01
2.989583333333e+01	1.540682945810e-07	-6.826436230285e-10	-7.691909545630e+02	7.696073961751e+02	4.164416120504e-01
2.998697916667e+01	1.891263250428e-07	7.584005361480e-10	-7.653809075004e+02	7.657880605437e+02	4.071530433377e-01
3.007812500000e+01	-1.059661419924e-07	-7.181233237238e-10	-7.614212365708e+02	7.618193124565e+02	3.980758856625e-01
3.016927083333e+01	-1.438218197205e-07	7.849201018964e-10	-7.573119414143e+02	7.577011817852e+02	3.892403708692e-01
3.026041666667e+01	1.534616230902e-07	-7.441380169870e-10	-7.530530219851e+02	7.534336377274e+02	3.806157423158e-01
3.035156250000e+01	1.935180441264e-07	8.202410937557e-10	-7.486444786458e+02	7.490167120222e+02	3.722333764223e-01
3.044270833333e+01	-1.069804333617e-07	-7.698472686231e-10	-7.440863114447e+02	7.444503720049e+02	3.640605601636e-01
3.053385416667e+01	-1.504179348668e-07	8.489842392290e-10	-7.393785200151e+02	7.397346512952e+02	3.561312800570e-01
3.062500000000e+01	1.521789685646e-07	-8.082587334219e-10	-7.345211043045e+02	7.348695153333e+02	3.484110288349e-01
3.071614583333e+01	1.976613553872e-07	8.660802418660e-10	-7.295140646818e+02	7.298549996244e+02	3.409349426533e-01
3.080729166667e+01	-1.088920249210e-07	-8.553470967031e-10	-7.243574012019e+02	7.246910676922e+02	3.336664902961e-01
3.089843750000e+01	-1.585896408256e-07	8.821927038974e-10	-7.190511134907e+02	7.193777569692e+02	3.266434784988e-01
3.098958333333e+01	1.497271094513e-07	-8.989946901968e-10	-7.135952014877e+02	7.139150290497e+02	3.198275619664e-01
3.108072916667e+01	2.012562019475e-07	9.075253412635e-10	-7.079896655692e+02	7.083029233179e+02	3.132577486949e-01
3.117187500000e+01	-1.116312717158e-07	-9.320327226311e-10	-7.022345057971e+02	7.025413994193e+02	3.068936221573e-01
3.126302083333e+01	-1.680266918968e-07	9.448810081603e-10	-6.963297217894e+02	6.966304987041e+02	3.007769147198e-01
3.135416666667e+01	1.463853441905e-07	-9.593717611514e-10	-6.902753134777e+02	6.905701788347e+02	2.948653569858e-01
3.144531250000e+01	2.043766547848e-07	9.800073587093e-10	-6.840712812454e+02	6.843604831443e+02	2.892018988508e-01
3.153645833333e+01	-1.152129139728e-07	-1.001486345048e-09	-6.777176251624e+02	6.780013672811e+02	2.837421187179e-01
3.162760416667e+01	-1.784949686069e-07	9.955436100691e-10	-6.712143448383e+02	6.714928766042e+02	2.785317658909e-01
3.171875000000e+01	1.427729963674e-07	-1.062499738840e-09	-6.645614401965e+02	6.648349647201e+02	2.735245235693e-01
3.180989583333e+01	2.076436609642e-07	1.005699658260e-09	-6.577589116287e+02	6.580276790514e+02	2.687674227138e-01
3.190104166667e+01	-1.195620220770e-07	-1.114230182117e-09	-6.508067592129e+02	6.510709711531e+02	2.642119401600e-01
3.199218750000e+01	-1.904492322640e-07	1.040721953318e-09	-6.437049825496e+02	6.439648905287e+02	2.599079791189e-01
3.208333333333e+01	1.385961857208e-07	-1.137784946763e-09	-6.364535815528e+02	6.367093866310e+02	2.558050782833e-01
3.217447916667e+01	2.115251586004e-07	1.102550701203e-09	-6.290525566237e+02	6.293045110680e+02	2.519544443007e-01
3.226562500000e+01	-1.236280713006e-07	-1.145538901213e-09	-6.215019078502e+02	6.217502111488e+02	2.483032985733e-01
3.235677083333e+01	-2.029970186209e-07	1.170890334832e-09	-6.138016348230e+02	6.140465406252e+02	2.449058022254e-01
3.244791666667e+01	1.340687739504e-07	-1.160751916897e-09	-6.059517374457e+02	6.061934446520e+02	2.417072062695e-01
3.253906250000e+01	2.157200556152e-07	1.224681048455e-09	-5.979522161295e+02	5.981909791808e+02	2.387630513216e-01
3.263020833333e+01	-1.275770199462e-07	-1.197546408328e-09	-5.898030709729e+02	5.900390871664e+02	2.360161935412e-01
3.272135416667e+01	-2.156393224863e-07	1.259765147309e-09	-5.815043015564e+02	5.817378267771e+02	2.335252206203e-01
3.281250000000e+01	1.302244412877e-07	-1.251269669552e-09	-5.730559077734e+02	5.732871387211e+02	2.312309477277e-01
3.290364583333e+01	2.210646836240e-07	1.287195121316e-09	-5.644578900457e+02	5.646870834192e+02	2.291933734951e-01
3.299479166667e+01	-1.313388845773e-07	-1.308092473319e-09	-5.557102484830e+02	5.559375992907e+02	2.273508076763e-01
3.308593750000e+01	-2.288048019567e-07	1.321019627623e-09	-5.468129826549e+02	5.470387490734e+02	2.257664185198e-01
3.317708333333e+01	1.269233056709e-07	-1.355220599144e-09	-5.377660924430e+02	5.379904688626e+02	2.243764195248e-01
3.326822916667e+01	2.280844061000e-07	1.372765779777e-09	-5.285695782817e+02	5.287928237543e+02	2.232454726747e-01
3.335937500000e+01	-1.340627411875e-07	-1.384801056968e-09	-5.192234402930e+02	5.194457474685e+02	2.223071754926e-01
3.345052083333e+01	-2.418081043232e-07	1.444079451727e-09	-5.097276780347e+02	5.099493074982e+02	2.216294634829e-01
3.354166666667e+01	1.245022745498e-07	-1.403683586075e-09	-5.000822913761e+02	5.003034351285e+02	2.211437524513e-01
3.363281250000e+01	2.367940006943e-07	1.520795447654e-09	-4.902872807645e+02	4.905082002991e+02	2.209195346028e-01
3.372395833333e+01	-1.358970225074e-07	-1.429474936929e-09	-4.803426463355e+02	4.805635318206e+02	2.208854851425e-01
3.381510416667e+01	-2.545663889234e-07	1.589079151425e-09	-4.702483876341e+02	4.704695021320e+02	2.211144979780e-01
3.390625000000e+01	1.235894853533e-07	-1.467527037554e-09	-4.600045045164e+02	4.602260375176e+02	2.215330011244e-01
3.399739583333e+01	2.480394252125e-07	1.652323915476e-09	-4.496109974444e+02	4.498332129806e+02	2.222155361511e-01
3.408854166667e+01	-1.365104217864e-07	-1.514132591422e-09	-4.390678665686e+02	4.392909522146e+02	2.230856460572e-01
3.417968750000e+01	-2.674413425539e-07	1.704664960666e-09	-4.283751114193e+02	4.285993328430e+02	2.242214236859e-01
3.427083333333e+01	1.237525724489e-07	-1.585892496335e-09	-4.175327318380e+02	4.177582759098e+02	2.255440717300e-01
3.436197916667e+01	2.618788410817e-07	1.733475615371e-09	-4.065407283028e+02	4.067678617231e+02	2.271334203817e-01
3.445312500000e+01	-1.354573987180e-07	-1.676099529425e-09	-3.953991009807e+02	3.956280086146e+02	2.289076338772e-01
3.454427083333e+01	-2.799724866699e-07	1.768139661351e-09	-3.841078493866e+02	3.843387996391e+02	2.309502524718e-01
3.463541666667e+01	1.252611397952e-07	-1.747859515638e-09	-3.726669733457e+02	3.729001503507e+02	2.331770050405e-01
3.472656250000e+01	2.782461051251e-07	1.832402311796e-09	-3.610764733531e+02	3.613121466129e+02	2.356732597427e-01
3.481770833333e+01	-1.331508550678e-07	-1.804587911771e-09	-3.493363495942e+02	3.495747011307e+02	2.383515364457e-01
3.490885416667e+01	-2.924647872352e-07	1.900441457113e-09	-3.374466015667e+02	3.376879026567e+02	2.413010900135e-01
