z_A	RHOB_DFT_e_A3	RHOB_step05_e_A3	RHOB_step05_minus_DFT_e_A3	RHOION_DFT_e_A3	RHOION_step05_e_A3	RHOION_step05_minus_DFT_e_A3
2.324218750000e+01	7.557151606114e-04	7.558549695914e-04	1.39809e-07	-7.662481560754e-04	-7.662408181559e-04	7.33792e-09
2.333333333333e+01	7.357232518545e-04	7.357860542931e-04	6.28024e-08	-7.465553070375e-04	-7.465489991168e-04	6.30792e-09
2.342447916667e+01	7.164386740947e-04	7.163742495104e-04	-6.44246e-08	-7.264096132314e-04	-7.264046405368e-04	4.97269e-09
2.351562500000e+01	6.978730416429e-04	6.977197100812e-04	-1.53332e-07	-7.079261636324e-04	-7.079223466890e-04	3.81694e-09
2.360677083333e+01	6.797897395565e-04	6.796498544981e-04	-1.39885e-07	-6.890028590100e-04	-6.889996232133e-04	3.2358e-09
2.369791666667e+01	6.621533317224e-04	6.621145511049e-04	-3.87806e-08	-6.716917385027e-04	-6.716885498537e-04	3.18865e-09
2.378906250000e+01	6.451692464714e-04	6.452339409761e-04	6.46945e-08	-6.539388224520e-04	-6.539356169910e-04	3.20546e-09
2.388020833333e+01	6.288476260030e-04	6.289328473947e-04	8.52214e-08	-6.377298492378e-04	-6.377270875186e-04	2.76172e-09
2.397135416667e+01	6.129596681164e-04	6.129721262354e-04	1.24581e-08	-6.210960641062e-04	-6.210943082202e-04	1.75589e-09
2.406250000000e+01	5.974785203155e-04	5.973994051897e-04	-7.91151e-08	-6.059556203958e-04	-6.059549957226e-04	6.24673e-10
2.415364583333e+01	5.826077037652e-04	5.825077049278e-04	-9.99988e-08	-5.903925424568e-04	-5.903925854985e-04	-4.30417e-11
2.424479166667e+01	5.683508756837e-04	5.683191687977e-04	-3.17069e-08	-5.762552396160e-04	-5.762553337672e-04	-9.41512e-11
2.433593750000e+01	5.544797505679e-04	5.545370213140e-04	5.72707e-08	-5.617157696596e-04	-5.617157713197e-04	-1.6601e-12
2.442708333333e+01	5.409737732102e-04	5.410589372857e-04	8.51641e-08	-5.485524764056e-04	-5.485528732472e-04	-3.96842e-10
2.451822916667e+01	5.280379865273e-04	5.280809832747e-04	4.29967e-08	-5.349928324733e-04	-5.349942073334e-04	-1.37486e-09
2.460937500000e+01	5.156712150969e-04	5.156674834259e-04	-3.73167e-09	-5.227428354283e-04	-5.227452027227e-04	-2.36729e-09
2.470052083333e+01	5.036430444574e-04	5.036423128684e-04	-7.31589e-10	-5.101208058777e-04	-5.101236273806e-04	-2.8215e-09
2.479166666667e+01	4.919372640581e-04	4.919642639208e-04	2.69999e-08	-4.987601128622e-04	-4.987630416691e-04	-2.92881e-09
2.488281250000e+01	4.807632029880e-04	4.807778446756e-04	1.46417e-08	-4.870363376108e-04	-4.870397615373e-04	-3.42393e-09
2.497395833333e+01	4.701218433845e-04	4.700788839994e-04	-4.29594e-08	-4.765094016584e-04	-4.765139767532e-04	-4.57509e-09
2.506510416667e+01	4.597856870449e-04	4.597160028094e-04	-6.96842e-08	-4.656466403533e-04	-4.656523146883e-04	-5.67433e-09
2.515625000000e+01	4.497410725498e-04	4.497320490750e-04	-9.02347e-09	-4.559341183103e-04	-4.559400188652e-04	-5.90055e-09
2.524739583333e+01	4.401958361578e-04	4.402788341057e-04	8.29979e-08	-4.458979971857e-04	-4.459035565518e-04	-5.55937e-09
2.533854166667e+01	4.311474379894e-04	4.312429999552e-04	9.5562e-08	-4.369494260326e-04	-4.369553134910e-04	-5.88746e-09
2.542968750000e+01	4.223675850204e-04	4.223797335201e-04	1.21485e-08	-4.277074852603e-04	-4.277148626219e-04	-7.37736e-09
2.552083333333e+01	4.138461521195e-04	4.137871098538e-04	-5.90423e-08	-4.195085379150e-04	-4.195174248053e-04	-8.88689e-09
2.561197916667e+01	4.057956610460e-04	4.057578547788e-04	-3.78063e-08	-4.110310458414e-04	-4.110401548668e-04	-9.10903e-09
2.570312500000e+01	3.982174177041e-04	3.982207722702e-04	3.35457e-09	-4.035360695662e-04	-4.035446680665e-04	-8.5985e-09
2.579427083333e+01	3.908844598949e-04	3.908321956292e-04	-5.22643e-08	-3.957954092237e-04	-3.958046135138e-04	-9.20429e-09
2.588541666667e+01	3.837842216998e-04	3.836251605144e-04	-1.59061e-07	-3.889944267785e-04	-3.890056447244e-04	-1.12179e-08
2.597656250000e+01	3.771246586577e-04	3.769910907323e-04	-1.33568e-07	-3.819656896146e-04	-3.819781241097e-04	-1.24345e-08
2.606770833333e+01	3.709057096227e-04	3.709763981589e-04	7.06885e-08	-3.758177794776e-04	-3.758290135428e-04	-1.12341e-08
2.615885416667e+01	3.649052247346e-04	3.651426629584e-04	2.37438e-07	-3.694772003998e-04	-3.694867599662e-04	-9.55957e-09
2.625000000000e+01	3.591191512979e-04	3.592808029485e-04	1.61652e-07	-3.639760572411e-04	-3.639867229185e-04	-1.06657e-08
2.634114583333e+01	3.537579731189e-04	3.537244288626e-04	-3.35443e-08	-3.583001274065e-04	-3.583141827264e-04	-1.40553e-08
2.643229166667e+01	3.488132680493e-04	3.487673589867e-04	-4.59091e-08	-3.534021907817e-04	-3.534176931604e-04	-1.55024e-08
2.652343750000e+01	3.440494857794e-04	3.441984686447e-04	1.48983e-07	-3.483562528761e-04	-3.483696561730e-04	-1.34033e-08
2.661458333333e+01	3.394502742684e-04	3.396812819564e-04	2.31008e-07	-3.440256853467e-04	-3.440377064934e-04	-1.20211e-08
2.670572916667e+01	3.352049478756e-04	3.352316755171e-04	2.67276e-08	-3.395214010618e-04	-3.395366737558e-04	-1.52727e-08
2.679687500000e+01	3.312527781157e-04	3.310694980494e-04	-1.8328e-07	-3.355857959864e-04	-3.356056108999e-04	-1.98149e-08
2.688802083333e+01	3.272549042776e-04	3.271716079385e-04	-8.32963e-08	-3.313529009050e-04	-3.313724282796e-04	-1.95274e-08
2.697916666667e+01	3.230344755969e-04	3.231870664093e-04	1.52591e-07	-3.273754425555e-04	-3.273912495866e-04	-1.5807e-08
2.707031250000e+01	3.185569032883e-04	3.186733279906e-04	1.16425e-07	-3.226929858366e-04	-3.227092773626e-04	-1.62915e-08
2.716145833333e+01	3.134608982579e-04	3.133108161497e-04	-1.50082e-07	-3.175742036069e-04	-3.175962190937e-04	-2.20155e-08
2.725260416667e+01	3.070305653401e-04	3.068437528725e-04	-1.86812e-07	-3.109315415627e-04	-3.109560330347e-04	-2.44915e-08
2.734375000000e+01	2.986788116206e-04	2.988004719751e-04	1.2166e-07	-3.027326807592e-04	-3.027526142747e-04	-1.99335e-08
2.743489583333e+01	2.880094052458e-04	2.883270312175e-04	3.17626e-07	-2.918247810376e-04	-2.918414457435e-04	-1.66647e-08
2.752604166667e+01	2.744567405383e-04	2.745668617167e-04	1.10121e-07	-2.780883404749e-04	-2.781090159587e-04	-2.06755e-08
2.761718750000e+01	2.573832341241e-04	2.572364919269e-04	-1.46742e-07	-2.607118268808e-04	-2.607363157193e-04	-2.44888e-08
2.770833333333e+01	2.366789483990e-04	2.366314659041e-04	-4.74825e-08	-2.399419679193e-04	-2.399628947885e-04	-2.09269e-08
2.779947916667e+01	2.128682521373e-04	2.131039291452e-04	2.35677e-07	-2.157562965548e-04	-2.157723420933e-04	-1.60455e-08
2.789062500000e+01	1.866767924758e-04	1.869943304467e-04	3.17538e-07	-1.891195403160e-04	-1.891358988232e-04	-1.63585e-08
2.798177083333e+01	1.589410493415e-04	1.591267426503e-04	1.85693e-07	-1.609355138570e-04	-1.609524659906e-04	-1.69521e-08
2.807291666667e+01	1.309531943872e-04	1.309665485539e-04	1.33542e-08	-1.326854355321e-04	-1.326988674016e-04	-1.34319e-08
2.816406250000e+01	1.042939985330e-04	1.041128000337e-04	-1.81198e-07	-1.056362003150e-04	-1.056464711096e-04	-1.02708e-08
2.825520833333e+01	8.017342387113e-05	7.987412077806e-05	-2.99303e-07	-8.107491519310e-05	-8.108464317854e-05	-9.72799e-09
2.834635416667e+01	5.922886534515e-05	5.911429493680e-05	-1.1457e-07	-5.984167639370e-05	-5.984966904513e-05	-7.99265e-09
2.843750000000e+01	4.190876518865e-05	4.208579739141e-05	1.77032e-07	-4.241963246564e-05	-4.242428903101e-05	-4.65657e-09
2.852864583333e+01	2.847571790816e-05	2.852955792669e-05	5.384e-08	-2.883016168409e-05	-2.883309365174e-05	-2.93197e-09
2.861979166667e+01	1.863078593535e-05	1.827194983369e-05	-3.58836e-07	-1.876422563497e-05	-1.876691928652e-05	-2.69365e-09
2.871093750000e+01	1.163096457397e-05	1.129656362728e-05	-3.34401e-07	-1.168427395323e-05	-1.168621041010e-05	-1.93646e-09
2.880208333333e+01	6.859249240917e-06	7.023436606125e-06	1.64187e-07	-6.953215296059e-06	-6.954077250115e-06	-8.61954e-10
2.889322916667e+01	3.874790471346e-06	4.237534008323e-06	3.62744e-07	-3.952552392384e-06	-3.952940824271e-06	-3.88432e-10
2.898437500000e+01	2.135633818524e-06	2.133914078371e-06	-1.71974e-09	-2.143828311696e-06	-2.144149263281e-06	-3.20952e-10
2.907552083333e+01	1.074586277195e-06	6.887402528865e-07	-3.85846e-07	-1.109565499395e-06	-1.109797349368e-06	-2.3185e-10
2.916666666667e+01	4.174637126875e-07	-6.958480749775e-09	-4.24422e-07	-5.473230803549e-07	-5.474350589858e-07	-1.11979e-10
2.925781250000e+01	7.940011484699e-08	-1.950328655830e-07	-2.74433e-07	-2.574181736688e-07	-2.574648137463e-07	-4.66401e-11
2.934895833333e+01	-3.070479877233e-08	-1.763512992474e-07	-1.45647e-07	-1.152791387912e-07	-1.153053581324e-07	-2.62193e-11
2.944010416667e+01	-3.639099359497e-08	-1.099415245686e-07	-7.35505e-08	-4.919818478382e-08	-4.921647252514e-08	-1.82877e-11
2.953125000000e+01	-1.786709704767e-08	-5.082252349435e-08	-3.29554e-08	-1.997837797043e-08	-1.999006201583e-08	-1.1684e-11
2.962239583333e+01	-6.443895883470e-09	-1.807628215062e-08	-1.16324e-08	-7.727805918951e-09	-7.734209086536e-09	-6.40317e-12
2.971354166667e+01	-1.211832840473e-09	-4.276539008736e-09	-3.06471e-09	-2.842312992708e-09	-2.845391215159e-09	-3.07822e-12
2.980468750000e+01	-5.523754860273e-10	-1.149312034730e-09	-5.96937e-10	-9.955659759330e-10	-9.968987864136e-10	-1.33281e-12
2.989583333333e+01	2.363964207699e-10	1.498581880898e-10	-8.65382e-11	-3.314311415762e-10	-3.319601453979e-10	-5.29004e-13
2.998697916667e+01	-2.687305157204e-10	-2.781137663027e-10	-9.38325e-12	-1.050499395015e-10	-1.052444819846e-10	-1.94542e-13
3.007812500000e+01	2.571147869964e-10	2.563073578077e-10	-8.07429e-13	-3.163078062411e-11	-3.169751431712e-11	-6.67337e-14
3.016927083333e+01	-2.501448416928e-10	-2.501643539785e-10	-1.95123e-14	-9.067147331644e-12	-9.088592091538e-12	-2.14448e-14
3.026041666667e+01	2.431735386843e-10	2.431425060676e-10	-3.10326e-14	-2.468347410604e-12	-2.474822591209e-12	-6.47518e-15
3.035156250000e+01	-2.365242024202e-10	-2.364963473743e-10	2.7855e-14	-6.396418087052e-13	-6.414827520684e-13	-1.84094e-15
3.044270833333e+01	2.301576610675e-10	2.301303528553e-10	-2.73082e-14	-1.573516247018e-13	-1.578452368518e-13	-4.93612e-16
3.053385416667e+01	-2.240552658953e-10	-2.240285529228e-10	2.6713e-14	-3.684755242720e-14	-3.697251945281e-14	-1.24967e-16
3.062500000000e+01	2.181981685756e-10	2.181720190249e-10	-2.61496e-14	-8.189313246058e-15	-8.219217364390e-15	-2.99041e-17
3.071614583333e+01	-2.125686411372e-10	-2.125430355561e-10	2.56056e-14	-1.732430637744e-15	-1.739200391540e-15	-6.76975e-18
3.080729166667e+01	2.071502081739e-10	2.071251329514e-10	-2.50752e-14	-3.477337667072e-16	-3.491850210624e-16	-1.45125e-18
3.089843750000e+01	-2.019276777957e-10	-2.019031220220e-10	2.45558e-14	-6.640111352970e-17	-6.669588340290e-17	-2.9477e-19
3.098958333333e+01	1.968871125247e-10	1.968630671677e-10	-2.40454e-14	-1.200916429427e-17	-1.206341004047e-17	-5.42457e-20
3.108072916667e+01	-1.920157613888e-10	-1.919922176188e-10	2.35438e-14	-2.046945822764e-18	-2.053287433059e-18	-6.34161e-21
3.117187500000e+01	1.873019731734e-10	1.872789225875e-10	-2.30506e-14	-3.459578701291e-19	-3.427801529292e-19	3.17772e-21
3.126302083333e+01	-1.827351007140e-10	-1.827125343630e-10	2.25664e-14	-2.322088548244e-20	8.048139119943e-21	3.1269e-20
3.135416666667e+01	1.783054190400e-10	1.782833281222e-10	-2.20909e-14	-2.437861511345e-20	-1.062184912640e-20	1.37568e-20
3.144531250000e+01	-1.740040297365e-10	-1.739824046403e-10	2.16251e-14	6.832121757296e-21	1.645768894832e-20	9.62557e-21
3.153645833333e+01	1.698227848171e-10	1.698016162412e-10	-2.11686e-14	2.379957397207e-20	3.401350818071e-20	1.02139e-20
3.162760416667e+01	-1.657542138280e-10	-1.657334916116e-10	2.07222e-14	-3.144565696237e-20	-2.097621566624e-20	1.04694e-20
3.171875000000e+01	1.617914566692e-10	1.617711712313e-10	-2.02854e-14	-2.447910435246e-20	-1.680917580780e-20	7.66993e-21
3.180989583333e+01	-1.579281993391e-10	-1.579083402276e-10	1.98591e-14	1.023586981916e-21	5.820266890409e-21	4.79668e-21
3.190104166667e+01	1.541586285384e-10	1.541391861054e-10	-1.94424e-14	-1.453971568015e-20	-1.067316397933e-20	3.86655e-21
3.199218750000e+01	-1.504773769777e-10	-1.504583408210e-10	1.90362e-14	-2.261583005365e-20	-2.336567613464e-20	-7.49846e-22
3.208333333333e+01	1.468794795566e-10	1.468608401107e-10	-1.86394e-14	2.299263813119e-22	-3.344267636254e-21	-3.57419e-21
3.217447916667e+01	-1.433603440726e-10	-1.433420911988e-10	1.82529e-14	-4.640373367088e-20	-5.231766011288e-20	-5.91393e-21
3.226562500000e+01	1.399157031899e-10	1.398978276006e-10	-1.78756e-14	-9.500283107440e-22	-7.490430764688e-21	-6.5404e-21
3.235677083333e+01	-1.365415980957e-10	-1.365240899795e-10	1.75081e-14	-4.966602016716e-20	-6.078315564768e-20	-1.11171e-20
3.244791666667e+01	1.332343384971e-10	1.332171890675e-10	-1.71494e-14	-2.037859319568e-20	-3.038022707725e-20	-1.00016e-20
3.253906250000e+01	-1.299904896928e-10	-1.299736894583e-10	1.68002e-14	-3.366743704532e-20	-4.548753967527e-20	-1.18201e-20
3.263020833333e+01	1.268068389354e-10	1.267903796699e-10	-1.64593e-14	1.408235250284e-20	2.210251352821e-21	-1.18721e-20
3.272135416667e+01	-1.236803860546e-10	-1.236642586994e-10	1.61274e-14	-7.833787921895e-20	-9.062877508281e-20	-1.22909e-20
3.281250000000e+01	1.206083214369e-10	1.205925183303e-10	-1.58031e-14	-4.418291468909e-20	-5.651532841027e-20	-1.23324e-20
3.290364583333e+01	-1.175880052263e-10	-1.175725177184e-10	1.54875e-14	-2.374962843509e-20	-3.629646886744e-20	-1.25468e-20
3.299479166667e+01	1.146169634826e-10	1.146017845615e-10	-1.51789e-14	-2.042090328198e-20	-3.079813389714e-20	-1.03772e-20
3.308593750000e+01	-1.116928677585e-10	-1.116779890889e-10	1.48787e-14	-3.212236423550e-20	-4.370111581233e-20	-1.15788e-20
3.317708333333e+01	1.088135215042e-10	1.087989368283e-10	-1.45847e-14	-5.224961849212e-20	-6.229486533890e-20	-1.00452e-20
3.326822916667e+01	-1.059768585895e-10	-1.059625598100e-10	1.42988e-14	-8.090680974978e-20	-8.898724361912e-20	-8.08043e-21
3.335937500000e+01	1.031809248857e-10	1.031669064252e-10	-1.40185e-14	-3.120437034289e-20	-3.858052335789e-20	-7.37615e-21
3.345052083333e+01	-1.004238724543e-10	-1.004101265513e-10	1.37459e-14	-2.208185802935e-20	-2.666568391699e-20	-4.58383e-21
3.354166666667e+01	9.770395259036e-11	9.769047423095e-11	-1.34784e-14	7.174664798442e-21	5.207307716090e-21	-1.96736e-21
3.363281250000e+01	-9.501951038207e-11	-9.500629221364e-11	1.32182e-14	-5.883273887934e-20	-5.579341230850e-20	3.03933e-21
3.372395833333e+01	9.236896840284e-11	9.235600580735e-11	-1.29626e-14	-6.696995719717e-20	-6.072716801111e-20	6.24279e-21
3.381510416667e+01	-8.975083691038e-11	-8.973812303333e-11	1.27139e-14	-1.081873680463e-19	-9.807006503052e-20	1.01173e-20
3.390625000000e+01	8.716369075787e-11	8.715122131582e-11	-1.24694e-14	1.262650439693e-20	2.654100986258e-20	1.39145e-20
3.399739583333e+01	-8.460617928400e-11	-8.459394791128e-11	1.22314e-14	-3.239970301906e-20	-1.279991124839e-20	1.95998e-20
3.408854166667e+01	8.207700864114e-11	8.206501124062e-11	-1.19974e-14	-1.368698027725e-20	1.244570731845e-20	2.61327e-20
3.417968750000e+01	-7.957495156098e-11	-7.956318241084e-11	1.17692e-14	-9.941197086782e-20	-6.994639145418e-20	2.94656e-20
3.427083333333e+01	7.709882613123e-11	7.708728126073e-11	-1.15449e-14	-3.936496542855e-20	-4.339294299224e-21	3.50257e-20
3.436197916667e+01	-7.464751195445e-11	-7.463618607252e-11	1.13259e-14	-7.229617295167e-20	-3.173738290197e-20	4.05588e-20
3.445312500000e+01	7.221992703287e-11	7.220881647311e-11	-1.11106e-14	-1.162795848903e-19	-7.172688813221e-20	4.45527e-20
3.454427083333e+01	-6.981504179088e-11	-6.980414158146e-11	1.09002e-14	-1.044212953918e-19	-5.819843033893e-20	4.62229e-20
3.463541666667e+01	6.743186218311e-11	6.742116897089e-11	-1.06932e-14	-1.263678144678e-19	-7.672246663613e-20	4.96453e-20
3.472656250000e+01	-6.506943974157e-11	-6.505894880948e-11	1.04909e-14	-1.189618183813e-19	-6.488447375270e-20	5.40773e-20
3.481770833333e+01	6.272685592831e-11	6.271656426538e-11	-1.02917e-14	-1.368143556411e-19	-8.020882839494e-20	5.66055e-20
3.490885416667e+01	-6.040323141803e-11	-6.039313443108e-11	1.0097e-14	-1.499343628526e-19	-9.365317756275e-20	5.62812e-20
